PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
40076568,The Small Molecules of Plant Origin with Anti-Glioma Activity.,2025 Feb 24,Liu X; Su YX; Yang YM; Li RT; Zhang ZJ,,
40076494,CYP4X1 Expression Is Associated with Metastasis and Poor Prognosis in Patients with Colorectal Cancer.,2025 Feb 21,Kim S; Kim H; Hong I; Lee M; Kim H; Kwak H; Kim CJ; Kang D; Ahn T; Baek M; Jeong D,,
40076340,Synthesis and Evaluation of Boron-Containing Heterocyclic Compounds with Antimicrobial and Anticancer Activities.,2025 Feb 28,Prates JLB; de Matos Silva S; Medina-Alarcón KP; Dos Santos KS; Belizario JA; Lopes JR; Marin-Dett FH; Campos DL; Mendes Giannini MJS; Fusco-Almeida AM; Barbugli PA; Pavan FR; Dos Santos JL,,
40075875,Recent Exploration of Solid Cancer Biomarkers Hidden Within Urine or Blood Exosomes That Provide Fundamental Information for Future Cancer Diagnostics.,2025 Mar 5,Hara T; Meng S; Alshammari AH; Hatakeyama H; Arao Y; Saito Y; Inoue K; di Luccio E; Vecchione A; Hirotsu T; Ishii H,,
40075838,Is the Transverse Colon Overlooked? Establishing a Comprehensive Colonoscopy Database from a Multicenter Cluster-Randomized Controlled Trial.,2025 Feb 28,Cold KM; Vamadevan A; Heen A; Vilmann AS; Rasmussen M; Konge L; Svendsen MBS,,
40075837,"Mortality Outcome Associated with Specific KRAS, NRAS, and BRAF Hot-Spot Mutations in Metastatic Colorectal Cancer Patients: A Retrospective Cohort Study.",2025 Feb 28,Abdelgadir O; Kuo YF; Khan MF; Okorodudu AO; Cheng YW; Dong J,,
40075758,"Correction: Kotelevets, L.; Chastre, E. Extracellular Vesicles in Colorectal Cancer: From Tumor Growth and Metastasis to Biomarkers and Nanomedications. Cancers 2023, 15, 1107.",2025 Feb 26,Kotelevets L; Chastre E,,
40075757,Endoscopic Ultrasound-Guided Anastomoses of the Gastrointestinal Tract: A Multicentric Experience.,2025 Mar 6,Rizzo GEM; Coluccio C; Forti E; Fugazza A; Binda C; Vanella G; Di Matteo FM; Crinò SF; Lisotti A; Maida MF; Aragona G; Mauro A; Repici A; Anderloni A; Fabbri C; Tarantino I; On Behalf Of The I-Eus Group,,
40075755,Harnessing Baseline Radiomic Features in Early-Stage NSCLC: What Role in Clinical Outcome Modeling for SBRT Candidates?,2025 Mar 6,Volpe S; Vincini MG; Zaffaroni M; Gaeta A; Raimondi S; Piperno G; Franzetti J; Colombo F; Camarda AM; Mastroleo F; Botta F; Spaggiari L; Gandini S; Guckenberger M; Orecchia R; Casiraghi M; Jereczek-Fossa BA,,
40075706,Atomic Force Microscopy: A Versatile Tool in Cancer Research.,2025 Mar 2,Persano F; Parodi A; Pallaeva T; Kolesova E; Zamyatnin AA Jr; Pokrovsky VS; De Matteis V; Leporatti S; Cascione M,,
40075702,Trends in Efficacy Endpoints in Phase II Glioblastoma Trials: A Regulatory Science Analysis (FY2020-FY2022).,2025 Mar 1,Watanabe S; Maeda M; Sugii N; Yamada M; Arakawa Y; Nakamura K; Hashimoto K; Ishikawa E,,
40075679,Proteogenomic Profiling of Treatment-Naïve Metastatic Malignant Melanoma.,2025 Feb 27,Kuras M; Betancourt LH; Hong R; Szadai L; Rodriguez J; Horvatovich P; Pla I; Eriksson J; Szeitz B; Deszcz B; Welinder C; Sugihara Y; Ekedahl H; Baldetorp B; Ingvar C; Lundgren L; Lindberg H; Oskolas H; Horvath Z; Rezeli M; Gil J; Appelqvist R; Kemény LV; Malm J; Sanchez A; Szasz AM; Pawłowski K; Wieslander E; Fenyö D; Nemeth IB; Marko-Varga G,,
40075677,Perceived Gaps in Oncologic Emergency Care for Patients with Cancer: A Qualitative Comparison of Emergency Medicine and Oncologist Physician Perspectives.,2025 Feb 27,Wattana MK; Davenport M; Bischof JJ; Lindsay AB; Pettit NR; Menendez JR; Harper K; Lipe DN; Qdaisat A,,
40075672,Longitudinal CSF Tumor Cell Enumeration and Mutational Analysis as a Driver for Leptomeningeal Disease Management.,2025 Feb 27,Tripathy A; Corkos P; Blouw B; Montgomery DA; Moore M; Hedrick MH; Youssef M; Kumthekar PU,,
40075663,Immune Cell Interplay in the Fight Against GBM.,2025 Feb 26,Vallieri N; Datsi A,,
40075647,Real-World Effectiveness of Frontline Treatments Among Patients with Chronic Lymphocytic Leukemia: Results from ConcertAI.,2025 Feb 26,Roeker LE; Burke JM; Rhodes JM; Emechebe N; Jawaid D; Manzoor BS; Jensen CE; Ryland L; Liu Y; Marx SE; Sinai W; Roser J; Shadman M,,
40075620,Baseline Characteristics of Participants in the Alberta Cancer Exercise Hybrid Effectiveness-Implementation Study: A Wake-Up Call for Action.,2025 Feb 24,McNeely ML; Shallwani SM; Williamson T; Sellar C; Gobeil E; Joy AA; Lau H; Easaw J; Sexsmith J; Courneya KS; Culos-Reed SN,,
40075604,The Association Between Location of BRCA Mutation and Efficacy of PARP Inhibitor as a Frontline Maintenance Therapy in Advanced Epithelial Ovarian Cancer.,2025 Feb 23,Kim JH; Kim SI; Kim ET; Ha HI; Lee DE; Lee YJ; Lee JY; Kim S; Kim SW; Kim YT; Park SY; Lim MC; Nam EJ,,
40075584,The Experiences of Adolescents and Young Adults with Digital Supportive Care Interventions for Cancer: A Systematic Review of Qualitative Studies.,2025 Feb 21,Mostafa M; Chae YS; Bland KA; McTaggart-Cowan H,,
40075581,Early Infection Incidence and Risk of Acute Leukemia Development Among Mexican Children.,2025 Feb 21,Sepúlveda-Robles O; Flores-Lujano J; Núñez-Enríquez JC; Jiménez-Hernández E; Duarte-Rodríguez DA; Martín-Trejo JA; Espinoza-Hernández LE; García-Jiménez X; Paredes-Aguilera R; Dosta-Herrera JJ; Mondragón-García JA; Valdés-Guzmán H; Mejía-Pérez L; Espinoza-Anrubio G; Paz-Bribiesca MM; Salcedo-Lozada P; Landa-García RÁ; Ramírez-Colorado R; Hernández-Mora L; Santamaría-Ascencio M; López-Loyola A; Godoy-Esquivel AH; García-López LR; Anguiano-Ávalos AI; Mora-Rico K; Castañeda-Echevarría A; Rodríguez-Jiménez R; Cibrian-Cruz JA; Cárdenas-Cardos R; Altamirano-García MB; Sánchez-Ruiz M; Rivera-Luna R; Rodríguez-Villalobos LR; Hernández-Pérez F; Olvera-Durán JÁ; García-Cortés LR; Torres-Nava JR; De Ita M; Medina-Sanson A; Mata-Rocha M; Peñaloza-Gonzalez JG; Espinosa-Elizondo RM; Flores-Villegas LV; Amador-Sanchez R; Orozco-Ruiz D; Pérez-Saldívar ML; Velázquez-Aviña MM; Merino-Pasaye LE; Solís-Labastida KA; González-Ávila AI; Santillán-Juárez JD; Bekker-Méndez VC; Jiménez-Morales S; Rangel-López A; Arellano-Galindo J; Meléndez-Zajgla J; Rosas-Vargas H; Mejía-Aranguré JM,,
40075528,Role of circulating tumor DNA in early-stage triple-negative breast cancer: a systematic review and meta-analysis.,2025 Mar 12,Zhang D; Jahanfar S; Rabinowitz JB; Dower J; Song F; Wu CH; Hu X; Tracy P; Basik M; Medford A; Lin PH; Huang CS; Bidard FC; Renault S; Pai L; Buss M; Parsons HA; Schlam I,,
40075523,"Mechanical forces in the tumor microenvironment: roles, pathways, and therapeutic approaches.",2025 Mar 12,Zhang Y; Fu Q; Sun W; Yue Q; He P; Niu D; Zhang M,,
40075509,Prediction of peripheral lymph node metastasis (LNM) in thyroid cancer using delta radiomics derived from enhanced CT combined with multiple machine learning algorithms.,2025 Mar 13,Wang W; Jin F; Song L; Yang J; Ye Y; Liu J; Xu L; An P,,
40075494,An interpretable machine learning model based on computed tomography radiomics for predicting programmed death ligand 1 expression status in gastric cancer.,2025 Mar 12,Dai L; Yin J; Xin X; Yao C; Tang Y; Xia X; Chen Y; Lai S; Lu G; Huang J; Zhang P; Li J; Chen X; Zhong X,,
40075460,Upregulated FSP1 by GPD1/1L mediated lipid droplet accumulation enhances ferroptosis resistance and peritoneal metastasis in gastric cancer.,2025 Mar 12,Lin G; Liu Q; Xie C; Ding K; Mo G; Zeng L; Zhang F; Liu R; Lu L; Hong W; Mao Y; Su H; Li S,,
40075393,Social alienation and related factors in patients with head and neck tumors undergoing radiotherapy: a cross-sectional study.,2025 Mar 12,Gao Z; Li S; Bai X,,
40075321,Mental health of university students twenty months after the beginning of the full-scale Russian-Ukrainian war.,2025 Mar 12,Polyvianaia M; Yachnik Y; Fegert JM; Sitarski E; Stepanova N; Pinchuk I,,
40075288,A retrospective cohort study on radio/chemotherapy and survival following esophageal fistula in esophageal cancer patients with prior radiotherapy.,2025 Mar 12,Xu W; Jiang H; Liu Y; Liu X; Jiang Y,,
40075260,Evaluation of the effectiveness and safety of preoperative drug elution balloon therapy in patients with elective tumor surgery and coronary heart disease: a retrospective clinical study : The best choice of PCI for patients with elective tumor surgery and CHD.,2025 Mar 12,Gao R; Guo L; Liu J; Yao T; Liu G; Guan Z; Ma J,,
40075208,Suppression of FOXO1 activity by SIRT1-mediated deacetylation weakening the intratumoral androgen autocrine function in glioblastoma.,2025 Mar 12,Cheng Y; Xiao Z; Cai W; Zhou T; Yang Z,,
40075035,Construction of a prognostic risk model for clear cell renal cell carcinomas based on centrosome amplification-related genes.,2025 Mar 13,Zhou B; Liu F; Wan Y; Luo L; Ye Z; He J; Tang L; Ma W; Dai R,,
40075025,First-Line Tislelizumab Plus Chemotherapy for Advanced Gastric Cancer with Programmed Death-Ligand 1 Expression ≥ 1%: A Retrospective Analysis of RATIONALE-305.,2025 Mar 13,Moehler M; Oh DY; Kato K; Arkenau T; Tabernero J; Lee KW; Rha SY; Hirano H; Spigel D; Yamaguchi K; Wyrwicz L; Disel U; Pazo-Cid RA; Fornaro L; Xu Y; Sheng T; Yang S; Kadva A; Cruz-Correa M; Xu RH,,
40075024,First-Line Tislelizumab Plus Chemotherapy for Esophageal Squamous Cell Carcinoma with Programmed Death-Ligand 1 Expression ≥ 1%: A Retrospective Analysis of RATIONALE-306.,2025 Mar 13,Xu J; Kato K; Hubner R; Park SR; Kojima T; Ishihara R; Wyrwicz L; Van Cutsem E; Jimenez-Fonseca P; Wu H; Wang L; Yan S; Shi J; Kadva A; Yoon HH,,
40074953,Correlatıon between PET-CT uptake values and pathologıcaly features ın head and neck cancer.,2025 Mar 13,Sarıgül A; Mutlu V,,
40074868,Endometrium-derived organoids from cystic fibrosis patients and mice as new models to study disease-associated endometrial pathobiology.,2025 Mar 13,De Pauw E; Gommers B; Ensinck MM; Timmerman S; De Vriendt S; Bueds C; Wei M; Hermans F; Arnauts K; Ramalho AS; Vermeulen F; Dupont L; Lambrechts D; Carlon MS; Vankelecom H,,
40074805,Osteopontin as a prognostic biomarker in head and neck cancer- a systematic review and meta-analysis.,2025 Mar 12,Piyarathne N; Hettiarachchi K; Yuwanati M; Sivaramakrishnan G; Ramanathan A; Jayasinghe R; Chala S; Chaurasia A,,
40074697,Adrenomedullin Inhibits the Efficacy of Combined Immunotherapy and Targeted Therapy in Biliary Tract Cancer by Disrupting Endothelial Cell Functions.,2025 Mar,Xuan Z; Hu H; Xu J; Ling X; Zhang L; Li W; Li J; Zhu C; Song Y; Zhang X; Rao J; Wang Y; Cheng F,,
40074317,Role of exosomes in regulating ferroptosis of tumor cells.,2024 Oct 28,Xu R; Wang Y,,
40074264,Understanding stigma as a barrier to cancer prevention and treatment: a qualitative study among people living with HIV in Uganda and Zambia.,2025 Mar 12,Guy K; Arinaitwe J; Goma FM; Atuyambe L; Guwatudde D; Zyambo C; Kusolo R; Mukupa M; Musasizi E; Wipfli H,,
40073938,Oncologic outcomes of retroperitoneal lymph node dissection following first-line chemotherapy for metastatic non-seminomatous germ cell tumors.,2025 Mar 10,Matulewicz RS; Baky F; Liso N; Williams BM; Porwal S; Assel M; Carver BS; Bajorin DF; Motzer RJ; Bosl GJ; McHugh DJ; Reuter VE; Tickoo SK; Al-Ahmadie H; Vickers AJ; Funt SA; Feldman DR; Sheinfeld J,,
40073907,Effects of Pancreatitis and Type 2 Diabetes Mellitus on the Development of Pancreatic Cancer: A Nationwide Nested Case-Control Study.,2025 Mar,Kim YE; Yu MH; Nam CM; Kang ES,,
40073892,[The Short-Term Outcome of Robotic Liver Resection-A Single Institutional Experience].,2025 Feb,Takeda Y; Ohmura Y; Shinke G; Kinoshita M; Iwagami Y; Yukawa Y; Arita A; Yanagisawa K; Katsuyama S; Ikeshima R; Hiraki M; Sugimura K; Masuzawa T; Hata T; Murata K,,
40073891,[Short-Term Outcomes of Robot-Assisted Laparoscopic Surgery for Rectal Cancer in Our Department].,2025 Feb,Yokomizo H; Okayama S; Iwamoto S; Asaka S; Usui T; Shimakawa T; Shiozawa S,,
40073889,[Evaluation of Perioperative Anxiety and Depression in Gastric Cancer Patients].,2025 Feb,Adachi S; Ueyama A; Abe F; Tokunaga T; Fujie Y; Higaki N; Ueshima S; Ohnishi T,,
40073885,[National Cancer Control in a Super-Aged Society-Based on the Fourth Basic Plan to Promote Cancer Control].,2025 Feb,Kizawa R; Kanagawa G; Mukai A; Hokkoku D; Oi H; Toishi A; Chiba A; Masuda J,,
40073833,A Multicenter Feasibility Study of a Novel Curriculum for Oncology Trainees Regarding Medical Cannabis.,2025 Mar,Patell R; Bindal P; Freed J; Dodge LE; Nagaraj G; LaCasce AS; Elkon J; Im A; Suzuki S; Yedavalli N; Winegarden JD; Buss MK; Schonberg MA; Braun IM; Rangachari D,,
40073752,Effects of internet-based mindfulness interventions on anxiety and depression symptoms in cancer patients: A meta-analysis.,2025 Mar 6,Wang S; Xia W; Zhang J; Wu M; Tian L,,
40073668,"""Empty action: two heads are better than one"": Spiritual care provision for patients living with advanced cancer in Sub-Saharan Africa: A meta-synthesis.",2025 Mar 6,Anago EK; Macaden L; Doi L; King-Okoye M; Bovo A; Stewart R,,
40073370,"Clinical phenotypes and outcomes associated with respiratory syncytial virus infection in critically ill patients: a retrospective multicentre cohort study in Great Paris area hospitals, 2017-2023.",2025 Mar 12,Gaillet A; Layese R; Fourati S; Celante H; Pham T; Benghanem S; Mekontso Dessap A; de Montmollin E; Pirault J; Vieillard-Baron A; Maury E; Cohen Y; Decavèle M; Fartoukh M; Heming N; Damoisel C; Oubaya N; de Prost N; Prono-RSV study group of the clinical data warehouse of Greater Paris University Hospitals,,
40073280,"Literature review of occurrence, effectiveness, safety, and hospitalization burden of blood transfusion in the management of warm autoimmune hemolytic anemia.",2025 Dec,Barros M; Leon A; Crivera C; Cusson E; Kodjamanova P; Bagnall R; Panch SR,,
40073256,Clinical significance of positron emission tomography-computed tomography in the classification of thymic tumors.,2025 Mar 12,Gao J; Wang SY; Ao YQ; Jiang JH; Lin M; Wang S; Shi HC; Ding JY,,
40072807,Long-term impact of bevacizumab for the treatment of brain radiation necrosis.,2025 Mar 12,Nobel H; Ofer J; Borenstein SF; Limon D; Gal O; Laviv Y; Kanner AA; Siegal T; Yust-Katz S; Benouaich-Amiel A,,
40072726,Cystopexy following anterior-approach robot-assisted radical prostatectomy enhances early continence recovery.,2025 Mar 12,Huang YH; Chen JYJ; Pang ST; Yu KJ; Kan HC; Shao IH; Huang LK; Wu CT; Lin PH,,
40072665,Self-disclosure and reproductive concerns among breast cancer female patients: the chain mediation model of couples' cancer-related communication problems and relationship intimacy.,2025 Mar 12,Yu M; Wei Q; Zhu L; Tang Y; Wang X; Xie J; Wang Z,,
40072661,Probiotics ameliorates hypothalamic amenorrhea in a rat model of PCOS.,2025 Mar 12,Areloegbe SE; Obong NN; Badejogbin OC; Oniyide AA; Ajadi IO; Atuma CL; Ajadi MB; Adelekan OE; Olaniyi KS,,
40072624,Should lymphadenectomy be recommended in radical surgery of intrahepatic cholangiocarcinoma patients? A retrospective study.,2025 Mar 12,Zhang R; Cao D; Yang M; Zhang J; Ye F; Huang N; Liu M; Chen B; Wang L,,
40072607,Adjuvant treatment with Capecitabine in patients who received orthotopic liver transplantation with incidental diagnosis of intrahepatic cholangiocarcinoma. Implications on DPYD polymorphisms assessment: report of two cases and review of the literature.,2025 Mar 12,Liguori C; Magi S; Mandolesi A; Agostini A; Svegliati-Baroni G; Benedetti Cacciaguerra A; Parisi A; Tiberi E; Vivarelli M; Giovagnoni A; Goteri G; Castaldo P; Berardi R; Giampieri R,,
40072595,Use of biochemical and imaging criteria for selecting patients for prostate biopsy in recurrence risk assessment post-HIFU therapy.,2025 Mar 12,Ajami T; Williams A; Ryan JT; Prakash NS; Khandekar A; Sureshkumar K; Ritch CR; Gonzalgo ML; Punnen S; Parekh DJ; Nahar B,,
40072448,Precision Exercise Effect on Fatigue and Function in Lung Cancer Surgery: A Randomized Clinical Trial.,2025 Mar 12,Ulrich CM; Himbert C; Barnes CA; Boucher KM; Daniels B; Bandera VM; Ligibel JA; Wetter DW; Hess R; Kim J; Lundberg K; Mitzman B; Marcus R; Finlayson SRG; LaStayo PC; Varghese TK Jr,,
40072439,Nicotine Exposure From Smoking Tobacco and Vaping Among Adolescents.,2025 Mar 3,Hammond D; Reid JL; Goniewicz ML; McNeill A; O'Connor RJ; Corsetti D; Block AC; Brose LS; Robson D,,
40072304,Update on Cancer Screening Recommendations for Individuals with Li-Fraumeni Syndrome.,2025 Mar 12,Achatz MI; Villani A; Bertuch AA; Bougeard G; Chang VY; Doria AS; Gallinger B; Godley LA; Greer MC; Kamihara J; Khincha PP; Kohlmann WK; Kratz CP; MacFarland SP; Maese LD; Maxwell KN; Mitchell SG; Nakano Y; Pfister SM; Wasserman JD; Woodward ER; Garber JE; Malkin D,,
40071744,3D reconstruction of resected retroperitoneal sarcoma tumour bed and ex vivo specimen.,2025 Mar 12,Mor E; Mor-Hadar D; Henderson MA; Snow H; Gyorki DE,,
40071579,Electrochemical Duplex Detection of E2 and E6 Genes of Human Papillomavirus Type 16 and Determination of Physical Status in High-Risk Cervical Carcinoma.,2025 Mar,Karunaithas S; Chaibun T; Chatchawal P; Promptmas C; Buajeeb W; Yin LS; Jearanaikoon P; Lertanantawong B,,
40071356,Effects of Mindfulness Therapy on Breast Cancer Patients with Depression or Anxiety: A Systematic Review and Meta-analysis.,2025 Mar,Yan J; Wang F; Yu X,,
40071355,Palliative care consultation needs of certified primary care physicians in Japan: nationwide observational study.,2025 Feb 7,Ishimaru N; Nakazawa Y; Oyamada S; Hamano J; Kizawa Y,,
40071159,Pathogenic variants in BRCA1 and BRCA2 genes associated with female breast and ovarian cancer in the Mexican population.,2025 Jan,Alday-Montañez FD; Dickens-Terrazas D; Mejia-Carmona GE; Robles-Escajeda E; Kirken RA; Bencomo-Alvarez AE; Carrasco-Urrutia VJ; Lobo-Galo N; Plenge-Tellechea LF; Diaz-Sanchez ÁG; Martínez-Martínez A,,
